regime,count,mean,daily_std,annualized_mean,annualized_vol
carry,326,0.001573239271430652,0.018908265046493934,0.3964562964005243,0.3001594022203086
panic,22,-0.0033801855333222093,0.03857891487712805,-0.8518067543971968,0.6124212876936647
stable_range,524,0.001005287138026246,0.027843807182301197,0.25333235878261395,0.44200673614561836
stress,194,-0.00032728784987451955,0.03994954769418157,-0.08247653816837892,0.6341794091299097
